Study (cluster) (2018),Observation # (2018),Study sorting,Reference,Publication type,Year published,Year (data collection),$ value reported based on year,Type of source,Action,Technique type,Specific technique,Reef Restoration and Adaptation Plan Report Technique,Number of coral colonies/fragments,Species,Location,Latitude,Longitude,Country,Country Code,Income group,Cost (including),Total project costs reported (capital costs and operating costs),"Capital costs reported (planning, purchasing, land acquisition, construction, and financing)","Operating costs reported (maintenance, monitoring, and equipment repair and replacement)",Monitoring costs included,Construction costs included,In-kind costs (volunteers),Funding: Government,Funding: NGO,Funding: volunteers,Funding: private,Notes to funding,Primary motivation category,Secondary motivation category,Tertiary motivation category,SER Concept 1: Reference ecosystems,"SER Concept 2a: Clear targets and goals, SMART objectives",SER Concept 2b: Specific and measurable indicators to evaluate targets/goals/ objectives,SER Concept 2c: Adaptive management,SER Concept 3: Assessing capacity for natural recovery,SER Concept 4: Aiming for full ecosystem recovery ,"SER Concept 5: Restoration draws on all relevant knowledge (science, practice and traditional knowledge)",SER Concept 6: Early and ongoing stakeholder engagement with communities and end-users,Primary Attribute Category,Secondary Attribute Category,Variable 1,Attribute Category Variable 1,Sub-attribute Category Variable 1,Variable 2,Attribute Category Variable 2,Sub-attribute Category Variable 2,Variable 3,Attribute Category Variable 3,Sub-attribute Category Variable 3,Variable 4,Attribute Category Variable 4,Sub-attribute Category Variable 4,Variable 5,Attribute Category Variable 5,Sub-attribute Category Variable 5,Variable 6,Attribute Category Variable 6,Sub-attribute Category Variable 6,Variable 7,Attribute Category Variable 7,Sub-attribute Category Variable 7,Variable 8,Attribute Category Variable 8,Sub-attribute Category Variable 8,Variable 9,Attribute Category Variable 9,Sub-attribute Category Variable 9,Variable 10,Attribute Category Variable 10,Sub-attribute Category Variable 10,Variable 11,Attribute Category Variable 11,Sub-attribute Category Variable 11,Variable 12,Attribute Category Variable 12,Sub-attribute Category Variable 12,Variable 13,Attribute Category Variable 13,Sub-attribute Category Variable 13,Variable 14,Attribute Category Variable 14,Sub-attribute Category Variable 14,Variable 15,Attribute Category Variable 15,Sub-attribute Category Variable 15,Variable 16,Attribute Category Variable 16,Sub-attribute Category Variable 16,Variable 17,Attribute Category Variable 17,Sub-attribute Category Variable 17,Variable 18,Attribute Category Variable 18,Sub-attribute Category Variable 18,Ecological outcome,Economic outcome,Social outcome,Project duration (year),Spatial extent (ha),Year used in CPI conversion,Cost ($),Currency,Restoration cost in (US$ / ha),"Restoration cost in  (US$ / ha) @2010 base, CPI","Restoration cost in (US$ / ha / yr) @2010 base, CPI","Restoration cost in (Int$ / ha) @2010 base, GDP (PPP)","Restoration cost in (Int$ / ha / yr) @2010 base, GDP (PPP)",Feasibility (reasons for failure/success),Pre-transplant average survival (%),Transplant average survival (%),Post-transplant average survival (%),Average survival (%)
1,11,,"Ammar M, Amin E, Gundacker D, Mueller W (2000) One rational strategy for restoration of coral reefs: Application of molecular biological tools to select sites for rehabilitation by asexual recruits. Mar Pollut Bull 40:618–627",journal,2000,,,primary,"Corals were collected from El-Fanadir, attached to plastic meshes and fixed to the ground by iron bars.  Transplantation site was characterised by clear water.",biological,transplanting of whole coral colonies,Direct transplantation,14,Pocillopora damicornis,"El-Fanadir Reef, Leeward side, Hurghada, Red Sea",27.289979,33.823633,Egypt,EGY,Lower middle income,,,,,,,,yes,,,,Grants from the Commission of the European Communities [project `CORAL REEF RESTORATION'; ERBIC18CT960034] and the International Human Frontier Science Program [RG-333/96-M].,"Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,Ecosystem function,Response to environmental stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,1999,NA,NA,NA,NA,NA,NA,NA,The overall survival of transplanted coral colonies of approximately 70% after one year at El-Fanadir.,,,71.4,71.4
1,12,,"Ammar M, Amin E, Gundacker D, Mueller W (2000) One rational strategy for restoration of coral reefs: Application of molecular biological tools to select sites for rehabilitation by asexual recruits. Mar Pollut Bull 40:618–627",journal,2000,,,primary,"Corals were collected from El-Fanadir, attached to plastic meshes and fixed to the ground by iron bars.  Transplantation site was characterised by clear water.",biological,transplanting of whole coral colonies,Direct transplantation,16,Acropora humilis,"El-Fanadir Reef, Windward side, Hurghada, Red Sea",27.289979,33.823633,Egypt,EGY,Lower middle income,,,,,,,,yes,,,,Grants from the Commission of the European Communities [project `CORAL REEF RESTORATION'; ERBIC18CT960034] and the International Human Frontier Science Program [RG-333/96-M].,"Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,Ecosystem function,Response to environmental stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,1999,NA,NA,NA,NA,NA,NA,NA,The overall survival of transplanted coral colonies of approximately 70% after one year at El-Fanadir.,,,75.0,75.0
1,13,,"Ammar M, Amin E, Gundacker D, Mueller W (2000) One rational strategy for restoration of coral reefs: Application of molecular biological tools to select sites for rehabilitation by asexual recruits. Mar Pollut Bull 40:618–627",journal,2000,,,primary,"Corals were collected from El-Fanadir, attached to plastic meshes and fixed to the ground by iron bars.  Transplantation site was characterised by clear water.",biological,transplanting of whole coral colonies,Direct transplantation,14,Pocillopora damicornis,"El-Fanadir Reef, Windward side, Hurghada, Red Sea",27.289979,33.823633,Egypt,EGY,Lower middle income,,,,,,,,yes,,,,Grants from the Commission of the European Communities [project `CORAL REEF RESTORATION'; ERBIC18CT960034] and the International Human Frontier Science Program [RG-333/96-M].,"Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,Ecosystem function,Response to environmental stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,1999,NA,NA,NA,NA,NA,NA,NA,The overall survival of transplanted coral colonies of approximately 70% after one year at El-Fanadir.,,,78.5,78.5
2,14,2,"Becker L, Mueller E (2001) The culture, transplantation and storage of Montastraea faveolata, Acropora cervicornis and Acropora palmata: What we have learned so far. Bull Mar Sci 69:881–896",journal,2001,1996,,primary,"Asexual approach using coral ‘explants’ - a general term for fragments, cores, nubbins or branches obtained from donor (or parent) coral colonies. Twelve 5.1 cm in diameter cores were extracted from each of the 3 donor colonies using a pneumatic drill fitted with a diamond core bit. The holes in the donor colonies were later filled with a mixture of epoxy and fine carbonate sand to prevent disease and bioeroders from affecting the parent colonies. Explants were maintained in aquaria under perfect conditions before transplanting them to the field. ",biological,transplanting fragments from donor colonies,Direct transplantation,36,Orbicella faveolata,"Looe Key National Marine Sanctuary, now part of the Florida Keys National Marine Sanctuary",24.576902,-81.416538,United States,USA,High income,,,,,,,,yes,,,yes,"Funding and logistical support were received from: National Science Foundation (DEB-9596271), Florida Marine Research Institute, Florida Keys National Marine Sanctuary, Caribbean Marine Research Center, South Florida Tropical Biological Program, Florida International University Graduate Student Association, U.S. EPA, and M. Ostenburg.","Improve restoration approach, technology, methods / Answer ecological research questions","Restoration after environmental impact (e.g. ship-grounding, mining, oil spill, hurricane)",Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Structural diversity,Vertical extension,Ecosystem function,"Growth, productivity",Maximum basal growth,Ecosystem function,"Growth, productivity",Survival,Ecosystem function,Survivorship,Calcium carbonate accretion,Ecosystem function,"Growth, productivity",Growth form,Structural diversity,Diversity of growth forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,2.0,NA,1996,NA,NA,NA,NA,NA,NA,NA,"All of the explants appeared healthy and survived during 1 year in the aquaria. After placement at Looe Key, 28 (77.8%) corals were present after 1 year with no mortality although 8 colonies had been physically lost. After 2 years in the field, 23 (63.8%) were present; again several cores were no longer at the site for unknown reasons but none died in situ.",100.0,77.8,63.8,80.5
3,15,3,"Boch C, Morse A (2012) Testing the effectiveness of direct propagation techniques for coral restoration of Acropora spp. Ecol Eng 40:11–17",journal,2012,2007-2009,,primary,Coral fragments (3-5 cm length) collected from 3-5 m water depth at Ioul Lukes Reef were outplanted to bare substrates at Ioul Lukes Reef at 4 m depth. Survivorship of transplanted fragments was tested at a low water flow transplanting location: (4.7 cm/s±0.1).,biological,transplanting fragments from donor colonies,Direct transplantation,30,Acropora digitifera,Ioul Lukes Reef,7.286334,134.49936,Palau,PLW,High income,,,,,,,,yes,,yes,,"Palau International Coral Reef Center provided logistic support, facilities, and hospitality. We also thank Neal Hooker, Shane Anderson and the many volunteers who helped with various aspects during the project. The work was supported by the Global Environment Facility/World Bank, Coral Reef Targeted Research & Capacity Building for Management (CRTR) program.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,No,No,No,No,No,No,Ecosystem function,Physical conditions,Survival of asexual outplants,Ecosystem function,Survivorship,Survival of sexual outplants,Ecosystem function,Survivorship,Seawater flow rate,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.5,NA,2007,NA,NA,NA,NA,NA,NA,NA,"After ∼18 months on the reef, 73.3% of the fragments at Lighthouse Reef survived.",,,73.3,73.3
3,16,,"Boch C, Morse A (2012) Testing the effectiveness of direct propagation techniques for coral restoration of Acropora spp. Ecol Eng 40:11–17",journal,2012,2007-2009,,primary,Coral fragments (3-5 cm length) collected from 3-5 m water depth at Ioul Lukes Reef were outplanted to bare substrates at Lighthouse Reef at 4 m depth. Survivorship of transplanted fragments was tested at a high water flow transplanting location: (5.4 cm/s±0.3).,biological,transplanting fragments from donor colonies,Direct transplantation,30,Acropora digitifera,Lighthouse Reef,7.290156,134.482959,Palau,PLW,High income,,,,,,,,yes,,yes,,"Palau International Coral Reef Center provided logistic support, facilities, and hospitality. We also thank Neal Hooker, Shane Anderson and the many volunteers who helped with various aspects during the project. The work was supported by the Global Environment Facility/World Bank, Coral Reef Targeted Research & Capacity Building for Management (CRTR) program.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,No,No,No,No,No,No,Ecosystem function,Physical conditions,Survival of asexual outplants,Ecosystem function,Survivorship,Survival of sexual outplants,Ecosystem function,Survivorship,Seawater flow rate,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.5,NA,2007,NA,NA,NA,NA,NA,NA,NA,80.0% of the fragments survived at Ioul Lukes Reef.,,,80.0,80.0
3,17,,"Boch C, Morse A (2012) Testing the effectiveness of direct propagation techniques for coral restoration of Acropora spp. Ecol Eng 40:11–17",journal,2012,2009-2010,,primary,Sexual propagation of corals was performed by harnessing the gametes from 4 different (∼20 cm diameter) gravid colonies collected from Ioul Lukes Reef. Coral larvae were cultured until they were determined to be about 50% competent for settlement on pushmounts containing crustose coraline chips. Pushmounts with coral spat were outplanted at a high water flow transplanting location: (5.4 cm/s±0.3).,biological,ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,260 coral spat,Acropora hyacinthus,Lighthouse Reef,7.290156,134.482959,Palau,PLW,High income,,,,,,,,yes,,yes,,"Palau International Coral Reef Center provided logistic support, facilities, and hospitality. We also thank Neal Hooker, Shane Anderson and the many volunteers who helped with various aspects during the project. The work was supported by the Global Environment Facility/World Bank, Coral Reef Targeted Research & Capacity Building for Management (CRTR) program.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,No,No,No,No,No,No,Ecosystem function,Physical conditions,Survival of asexual outplants,Ecosystem function,Survivorship,Survival of sexual outplants,Ecosystem function,Survivorship,Seawater flow rate,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2009,NA,NA,NA,NA,NA,NA,NA,"The final mean survivorship of the coral spats at Lighthouse Reef was (24.6%). Directly outplanting of one-week old coral spat was not as successful in terms of survivorship. However, a total of 134 coral recruits from 4 sections of Acropora hyacinthus donor colonies could be propagated. Higher spat survival was observed under higher flow conditions.",,,24.6,24.6
3,18,,"Boch C, Morse A (2012) Testing the effectiveness of direct propagation techniques for coral restoration of Acropora spp. Ecol Eng 40:11–17",journal,2012,2009-2010,,primary,Sexual propagation of corals was performed by harnessing the gametes from 4 different (∼20 cm diameter) gravid colonies collected from Ioul Lukes Reef. Coral larvae were cultured until they were determined to be about 50% competent for settlement on pushmounts containing crustose coraline chips. Pushmounts with coral spat were outplanted at a low water flow transplanting location: (4.7 cm/s±0.1).,biological,ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,500 coral spat,Acropora hyacinthus,Ioul Lukes Reef,7.286334,134.49936,Palau,PLW,High income,,,,,,,,yes,,yes,,"Palau International Coral Reef Center provided logistic support, facilities, and hospitality. We also thank Neal Hooker, Shane Anderson and the many volunteers who helped with various aspects during the project. The work was supported by the Global Environment Facility/World Bank, Coral Reef Targeted Research & Capacity Building for Management (CRTR) program.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,No,No,No,No,No,No,Ecosystem function,Physical conditions,Survival of asexual outplants,Ecosystem function,Survivorship,Survival of sexual outplants,Ecosystem function,Survivorship,Seawater flow rate,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2009,NA,NA,NA,NA,NA,NA,NA,"Survivorship of the coral spats at Ioul Lukes Reef was 14.4%. Directly outplanting of one-week old coral spat was not as successful in terms of survivorship. However, a total of 134 coral recruits from 4 sections of Acropora hyacinthus donor colonies could be propagated.",,,14.4,14.4
4,19,4,Bodge KR (1996) Structural restoration of coral reefs damaged by vessel groundings. Proc Proceedings of the Coastal Engineering Conference,conference proceedings,1996,1994-1995,,primary,"Two coral reef sites in the Florida Keys were structurally restored after having sustained severe damage from the groundings of large vessels (two separate incidents in 1989: by the 40-m M/V Alec Owen Maitland and the 142-m M/V Elpis). The project was completed in 1995 and consisted of major structural restoration of a damaged reef (vs. in-kind mitigation using artificial reefs). Restoration focused on the stabilization of coral rubble and large craters which resulted from the vessel groundings. A stable foundation which closely emulates the adjacent natural seabed and which would foster future recruitment of local biota ws re-created. At the Maitland site, a 370-m2 crater was refilled, while the damaged area at the Elpis site had two craters: one measuring 69 m2 and one of 163 m2. Environmental monitoring consited of measuring the turbidity for an unspecified amount of time.",physical,stabilizing of substrate after ship grounding,Substrate stabilisation,,,"Key Largo National Marine Sanctuary, Florida Keys",25.177062,-80.247027,United States,USA,High income,"Work at one site included the mechanical transfer of coral rubble back into the craters, placement of limerock boulders atop the rubble, and back-filling the boulders' voids with carbonate sand. Work at the other site included excavation of coral rubble and the precision placement of 40 pre-cast reefreplicating armor units into the crater. The project's construction cost (bid) was U.S. $1,047,000, with subsequent change orders resulting in a net additional cost of $ 19,600.",yes,,,yes,yes,,yes,,,yes,"The engineering assessment, design, and construction review work described herein were conducted in principal part by Olsen Associates, Inc. under subcontract to Industrial Economics Inc. (IEc), Cambridge, Massachussets, as authorized by the U. S. Dept. of Commerce, National Oceanic and Atmospheric Administration (NOAA), Contract No. 52-DGNC-1-00007, under Task Order Nos. 50062 and 50089. The leadership of Dr. Dan Sheehy, of IEc, in this project is specifically noted. Initial site survey work was coordinated by Mr. Keith Spring of Continental Shelf Associates, Inc. (CSA), of Jupiter, Florida. The Engineer's on-site technical representative was Mr. Mark Schroeder, also of CSA. Hydrographic survey work was conducted by ARC Surveying & Mapping, Inc., of Jacksonville, FL. Mr. Chris Creed, of Olsen Associates, Inc., greatly assisted in the site survey, data analysis and preparation of the engineering assessment. The innovative internal structural design and specifications for the Maitland site armor units was principally created by Mr. Steve Klecka of SK Engineering, Inc., Jacksonville, FL. The highly succesful concrete mix design and specifications were provided by Dr. Dale Berner of Ben C. Gerwick, Inc. (BCG), of San Francisco, California; and then field-reviewed by Mr. Patrick Durnal of BCG. Construction management was executed by the U. S. Army Corps of Engineers, Jacksonville District. Construction review for environmental protection was directed by Messrs. Harold Hudson, Bill Goodwin, and John Halas of the NOAA Sanctuaries and Reserves Division, Key Largo. The construction contractor was Team Land Development, Inc., Pompano Beach, Florida; Mr. Ron Coddington, President. For the contractor, Mr. Charles Calloway was the lead engineer. On behalf of the project's sponsor, NOAA, Mr. Tim Osborn (National Marine Fisheries/Restoration Center), Dr. Charles Wahle (Sanctuaries and Reserves Divsion), Ms. Darlene Finch (Damage Assessment Center), and Lt. John Tokar (contracting officer) each managed principal aspects of the project, each with great patience and faith.","Restoration after environmental impact (e.g. ship-grounding, mining, oil spill, hurricane)","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,No,Yes,Partially,No,Yes,No,No,No,Physical conditions,Not reported,Turbidity,Physical conditions,Physical attributes,Site topography ,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,NA,0.0602,1994,"1,066,600",USD,"17,717,608","26,100,000",NA,"26,100,000",NA,"Overall, the project was completed on-time, within budget, in accordance with the design intent, and with no apparent net adverse impact to the environment.",,,,NA
5,20,5,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",journal,2011,2005,,primary,"In situ coral intensive farming was tested as an active reef rehabilitation strategy. 3000 nubbins from 13 coral species were farmed for 1 year in two nurseries: one was placed close to fish-farm pens and the other was located away from the direct influence of the fish-farm effluents. Every 2 weeks, nurseries were monitored for damages to constructions and cleaned from rust, sediments, algae and fouling organisms by gentle brushing or hand removing. Nursery locations were characterized as reefs that suffer from extreme sedimentation loads.",biological,growing corals in nurseries,Coral gardening - Nursery phase,2978 coral nubbins,"Acropora millepora, Acropora hyacinthus, Acropora sp., Acropora valida, Montipora digitata, Pocillopora damicornis, Heliopora coerulea, Hydnophora rigida, Porites sillimaniana, Porites sp., Psammocora digitata, Porites lutea, Diploastrea heliopora","China Sea, Western Pacific Ocean",1.221404,103.851351,Singapore,SGP,High income,,,,,,,,yes,,,,"This study was financially supported by the European Union within the framework of INCO-DEV project REEFRES (n. 510657). We thank Ms. Jani Thuaibah and Angie Seow and students from the Marine Biology Laboratory of the National University of Singapore for help with logistic, field data collection and nursery monitoring.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2005,NA,NA,NA,NA,NA,NA,NA,"Survivorship (loss resulted primarily from coral detachment, not coral death) significantly differed among species, and, within each species, between nurseries. Here, average value for survivorship of all coral species after 1 years is given.",,34.0,,34.0
5,21,,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",journal,2011,2005,,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location without the direct influence of fish-farm effluents.,biological,growing corals in nurseries,Coral gardening - Nursery phase,57,Acropora millepora,Island of St. John,1.223531,103.845764,Singapore,SGP,High income,,,,,,,,yes,,,,"This study was financially supported by the European Union within the framework of INCO-DEV project REEFRES (n. 510657). We thank Ms. Jani Thuaibah and Angie Seow and students from the Marine Biology Laboratory of the National University of Singapore for help with logistic, field data collection and nursery monitoring.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2005,NA,NA,NA,NA,NA,NA,NA,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,,,,NA
5,22,,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",journal,2011,2005,,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location without the direct influence of fish-farm effluents.,biological,growing corals in nurseries,Coral gardening - Nursery phase,75,Acropora hyacinthus,Island of St. John,1.223531,103.845764,Singapore,SGP,High income,,,,,,,,yes,,,,"This study was financially supported by the European Union within the framework of INCO-DEV project REEFRES (n. 510657). We thank Ms. Jani Thuaibah and Angie Seow and students from the Marine Biology Laboratory of the National University of Singapore for help with logistic, field data collection and nursery monitoring.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2005,NA,NA,NA,NA,NA,NA,NA,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,,66.9,,66.9
5,23,,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",journal,2011,2005,,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location without the direct influence of fish-farm effluents.,biological,growing corals in nurseries,Coral gardening - Nursery phase,98,Acropora sp.,Island of St. John,1.223531,103.845764,Singapore,SGP,High income,,,,,,,,yes,,,,"This study was financially supported by the European Union within the framework of INCO-DEV project REEFRES (n. 510657). We thank Ms. Jani Thuaibah and Angie Seow and students from the Marine Biology Laboratory of the National University of Singapore for help with logistic, field data collection and nursery monitoring.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,No,No,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.0,NA,2005,NA,NA,NA,NA,NA,NA,NA,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,,77.6,,77.6
