is_coral_gardening,reference,year_published,year_data_collection,type_of_source,action,reef_restoration_and_adaptation_plan_report_technique,ecological_outcome,economic_outcome,social_outcome,feasibility_reasons_for_failure_success,ser_concept_1_reference_ecosystems,ser_concept_2a_clear_targets_and_goals_smart_objectives,ser_concept_2b_specific_and_measurable_indicators_to_evaluate_targets_goals_objectives,ser_concept_2c_adaptive_management,ser_concept_3_assessing_capacity_for_natural_recovery,ser_concept_4_aiming_for_full_ecosystem_recovery,ser_concept_5_restoration_draws_on_all_relevant_knowledge_science_practice_and_traditional_knowledge,ser_concept_6_early_and_ongoing_stakeholder_engagement_with_communities_and_end_users,variable_1,attribute_category_variable_1,sub_attribute_category_variable_1,variable_2,attribute_category_variable_2,sub_attribute_category_variable_2,variable_3,attribute_category_variable_3,sub_attribute_category_variable_3,variable_4,attribute_category_variable_4,sub_attribute_category_variable_4,variable_5,attribute_category_variable_5,sub_attribute_category_variable_5,variable_6,attribute_category_variable_6,sub_attribute_category_variable_6,variable_7,attribute_category_variable_7,sub_attribute_category_variable_7,variable_8,attribute_category_variable_8,sub_attribute_category_variable_8,variable_9,attribute_category_variable_9,sub_attribute_category_variable_9,variable_10,attribute_category_variable_10,sub_attribute_category_variable_10,variable_11,attribute_category_variable_11,sub_attribute_category_variable_11,variable_12,attribute_category_variable_12,sub_attribute_category_variable_12,variable_13,attribute_category_variable_13,sub_attribute_category_variable_13,variable_14,attribute_category_variable_14,sub_attribute_category_variable_14,variable_15,attribute_category_variable_15,sub_attribute_category_variable_15,variable_16,attribute_category_variable_16,sub_attribute_category_variable_16,variable_17,attribute_category_variable_17,sub_attribute_category_variable_17,variable_18,attribute_category_variable_18,sub_attribute_category_variable_18,primary_attribute_category,secondary_attribute_category
TRUE,"Hernández-Delgado E, Mercado-Molina A, Alejandro-Camis P, Candelas-Sánchez F, Fonseca-Miranda J, González-Ramos C, Guzmán-Rodríguez R, Mège P, Montañez-Acuña AA, Maldonado IO, Otaño-Cruz A, Suleimán-Ramos SE (2014) Bomb-cratered coral reefs in Puerto Rico, the untold story about a novel habitat: from reef destruction to community-based ecological rehabilitation. Rev De Biol Trop 62:183-200",2014,NA,primary,"Corals were harvested from existing low-tech coral farms through the Community-Based Coral Aquaculture and Reef Rehabilitation Project and outplanted to adjacent coral reefs within former military maneuver ranges at two sites in Culebra Island, Bahía Tamarindo and Punta Soldado. Reef sites ranged between 50 and 400 m2 (average of 225 m2). Here: impacted sites.",Coral gardening - Transplantation phase,Yes,Not reported,Yes,Mean percent colony survival rates of Acropora cervicornis outplants was 81% at impacted sites and 86% at control sites after one year.,Yes,Yes,Yes,No,Yes,No,Yes,No,Percent cover,Species composition,"Growth, productivity of species",Benthic cover (fleshy macroalgae),Ecosystem function,Habitat function,Benthic cover (turf algae),Ecosystem function,Habitat function,Benthic cover (crustose coralline algae),Ecosystem function,Habitat function,Benthic cover (erect calcareous algae),Ecosystem function,Habitat function,Benthic cover (Halimeda spp.),Ecosystem function,Habitat function,Benthic cover (cyanobacteria),Ecosystem function,Habitat function,"Substrate (sand, rubble, and bare substrate)",Ecosystem function,Habitat function,Species richness,Species Composition,"Species make-up, diversity and distribution",Species diversity,Ecosystem function,Habitat function,Fish community structure,Ecosystem function,Habitat function,Fish size,Ecosystem function,Habitat function,Fish biomass,Ecosystem function,Habitat function,Recruitment (of more than one species),Species Composition,Recruitment/ succession of species,Reef structural complexity,Structural Diversity,Strata diversity,Survival (of more than one species),Species composition,Survivorship of species,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (branch production),Ecosystem function,"Growth, productivity",Species composition,Ecosystem function
TRUE,"Hernández-Delgado E, Mercado-Molina A, Alejandro-Camis P, Candelas-Sánchez F, Fonseca-Miranda J, González-Ramos C, Guzmán-Rodríguez R, Mège P, Montañez-Acuña AA, Maldonado IO, Otaño-Cruz A, Suleimán-Ramos SE (2014) Bomb-cratered coral reefs in Puerto Rico, the untold story about a novel habitat: from reef destruction to community-based ecological rehabilitation. Rev De Biol Trop 62:183-200",2014,NA,primary,"Corals were harvested from existing low-tech coral farms through the Community-Based Coral Aquaculture and Reef Rehabilitation Project and outplanted to adjacent coral reefs within former military maneuver ranges at two sites in Culebra Island, Bahía Tamarindo and Punta Soldado. Reef sites ranged between 50 and 400 m2 (average of 225 m2). Here: control sites adjacent to impacted ones.",Coral gardening - Transplantation phase,Yes,Not reported,Yes,Mean percent colony survival rates of Acropora cervicornis outplants was 81% at impacted sites and 86% at control sites after one year.,Yes,Yes,Yes,No,Yes,No,Yes,No,Percent cover,Species composition,"Growth, productivity of species",Benthic cover (fleshy macroalgae),Ecosystem function,Habitat function,Benthic cover (turf algae),Ecosystem function,Habitat function,Benthic cover (crustose coralline algae),Ecosystem function,Habitat function,Benthic cover (erect calcareous algae),Ecosystem function,Habitat function,Benthic cover (Halimeda spp.),Ecosystem function,Habitat function,Benthic cover (cyanobacteria),Ecosystem function,Habitat function,"Substrate (sand, rubble, and bare substrate)",Ecosystem function,Habitat function,Species richness,Species Composition,"Species make-up, diversity and distribution",Species diversity,Ecosystem function,Habitat function,Fish community structure,Ecosystem function,Habitat function,Fish size,Ecosystem function,Habitat function,Fish biomass,Ecosystem function,Habitat function,Recruitment (of more than one species),Species Composition,Recruitment/ succession of species,Reef structural complexity,Structural Diversity,Strata diversity,Survival (of more than one species),Species composition,Survivorship of species,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (branch production),Ecosystem function,"Growth, productivity",Species composition,Ecosystem function
TRUE,"Hesley D, Burdeno D, Drury C, Schopmeyer S, Lirman D (2017) Citizen science benefits coral reef restoration activities. Jour for Nat Con 40:94-99",2017,2015-2017,primary,"Between 2015–2017, 230 participants outplanted >1300 staghorn corals, showing that citizen scientists significantly contribute to reef restoration. This study compares results for 50 staghorn corals and measurement of survival after 1 month. We assumed that one coral was outplanted per m2. Here: corals outplanted by citizen scientists (trained volunteers).",Coral gardening - Transplantation phase,Yes,Not reported,Yes,The mean partial tissue mortality of corals outplanted by volunteers after 1 month was 15.3% (SD = 35.7) compared to 17.8% (33.5) for corals outplanted by restoration experts.,No,Partially,Yes,No,No,No,Yes,Yes,Community capacity building,Social,Engagement,Survival,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social,Ecosystem function
TRUE,"Hesley D, Burdeno D, Drury C, Schopmeyer S, Lirman D (2017) Citizen science benefits coral reef restoration activities. Jour for Nat Con 40:94-99",2017,2015-2017,primary,"Between 2015–2017, 230 participants outplanted >1300 staghorn corals, showing that citizen scientists significantly contribute to reef restoration. We assumed that one coral was outplanted per m2. This study compares results for 50 staghorn corals and measurement of survival after 1 month. Here: corals outplanted by scientists.",Coral gardening - Transplantation phase,Yes,Not reported,Yes,The mean partial tissue mortality of corals outplanted by volunteers after 1 month was 15.3% (SD = 35.7) compared to 17.8% (33.5) for corals outplanted by restoration experts.,No,Partially,Yes,No,No,No,Yes,Yes,Community capacity building,Social,Engagement,Survival,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social,Ecosystem function
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,2010-2011,secondary,"Corals were grown in 3 different nursery types: A-frame, line nursery, and rope table nursery. 25 fragments were originally collected from 4 colonies and placed in the nursery. Regular cleaning of algae and sedimentation was performed. Outplant sites were located offshore of the reef flat at 3–4.5 m water depth. Outplanting site already contained large (2 m) and healthy Acropora palmata corals. Authors: A Bowden-Kerby, D Lirman, V Galvan, S Schopmeyer, J Kheel",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Currently (2011) >300 thriving Acropora cervicornis colonies on the reef flat at the Acuario sites as a result of outplanting; additional >1000 fragments outplanted to 11 sites in March 2011.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,2007-2010,secondary,"Coral fragments were collected from 95 donor colonies to supplement genetic diversity in the nursery and were hold in 3 types of nursery designs: block, line nursery, coral tree nursery. Currently (2011), the nursery holds >15,000 Acropora cervicornis corals from 90 different genotypes. More than 1500 corals have been successfully outplanted to 31 sites on 10 different reefs off the Upper Florida Keys. Author: K Nedimyer",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","Corals were observed spawning in 2009, just two years after outplanting. Overall survivorship of outplanted corals is approximately 70%. Prior to the cold water event in January 2010, overall survivorship was approximately 80%.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,2011-ongoing,secondary,"Coral fragments were grown in block nursery consisting of square blocks of 50 x 50 cm made of a mix of concrete and silica forming a platform for coral fragment attachment. Coral fragments were regularly cleaned from algae. Size monitoring was performed every two months. Authors: J Carlos Huitrón Baca, J Gonzalez Cano, A Vega Zepeda",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","One nursery was located near the reef crest and had less than 70% survivorship. This was likely due to poor water quality, since patches of yellow turf algae were seen around the site; overgrowth by algae was the main concern.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,NA,secondary,"Reef site was destroyed in 2006 by the M/V Margara grounding. Primary purpose of the Acropora nurseries was to outplant corals into the restored and stabilized areas of the impact site to augment coral recruitment and recovery. Corals were grown in Floating Underwater Coral Apparatus Nursery: line nurseries constructed of a 5’ x 10’ PVC frame to provide support, with 4 horizontal monofilament lines. The line nurseries were cleaned and maintained during nursery expansion and outplanting. Outplant events typically occured twice a year. Authors: S Griffin, T Moore
",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Survivorship of outplanted corals was approximately 10%.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,NA,secondary,"Acropora cervicornis corals were collected from two known genotypes. They were maintained in a recirculating tank system ex situ. After 1 year of culture ex situ, 72 fragments were outplanted onto Molasses Reef in the Florida Keys. Authors: Marshall AL, CA Watson, IK Berzins, PA Anderson, JS Graves, K Nedimyer, AL Moulding",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","Preliminary observations are showing that almost all of the corals outplanted have not only survived but are growing well: very high percentage of healthy, growing corals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",2011,2008,secondary,"Corals were grown in frame nursery at 3 - 6 m water depth. Fixed nurseries were constructed with PVC structures and PVC and PET connectors anchored with threaded rod. Corals were attached using cement (cheaper than epoxy). 3600 Acropora palmata corals have successfully been outplanted to the forereef crest. Authors: GG Nava-Martinez, MA Garcia-Salgado, MA Roman-Vives, MA Rangel-Avalos, I Lopez-Huerta, C LeClercq",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","Survivorship of outplanted corals is approximate 85% after 3 years. Predation by snails and fireworms was an issue in the beginning when the outplants were placed close together. Colonies were then spaced 2 m apart, and new colonies were placed around old outplanted corals, which reduced the predation impact. Choosing a nursery site with high densities of the long-spined sea urchin, Diadema antillarum and Equinometra sp. reduced the level of algae maintenance.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",2016,2013,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here: 3 colony",Coral gardening,Yes,Not reported,Not reported,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",No,Partially,Yes,No,No,No,No,No,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",2016,2013,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here:  6 colony",Coral gardening,Yes,Not reported,Not reported,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",No,Partially,Yes,No,No,No,No,No,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",2016,2013,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here: 12 colony",Coral gardening,Yes,Not reported,Not reported,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",No,Partially,Yes,No,No,No,No,No,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",2016,2013,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here: 12 clumped",Coral gardening,Yes,Not reported,Not reported,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",No,Partially,Yes,No,No,No,No,No,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",2016,2013,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here: 24 colony",Coral gardening,Yes,Not reported,Not reported,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",No,Partially,Yes,No,No,No,No,No,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Levy G, Shaish L, Haim A, Rinkevich B (2010) Mid-water rope nursery—Testing design and performance of a novel reef restoration instrument. Ecol Eng 36:560–569",2010,NA,primary,"In situ coral nurseries (mid-water ‘floating rope nursery’) were established for rearing large numbers of coral fragments at 2 m water depth. This nursery accommodated small coral fragments attached to a rope, creating an easily constructed nursery bed that is rapid and inexpensive.",Coral gardening - Nursery phase,Yes,Yes,Not reported,Cummulative survivorship for Montipora digitata was 60.8%.,No,No,No,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Levy G, Shaish L, Haim A, Rinkevich B (2010) Mid-water rope nursery—Testing design and performance of a novel reef restoration instrument. Ecol Eng 36:560–569",2010,NA,primary,"In situ coral nurseries (mid-water ‘floating rope nursery’) were established for rearing large numbers of coral fragments at 2 m water depth. This nursery accommodated small coral fragments attached to a rope, creating an easily constructed nursery bed that is rapid and inexpensive.",Coral gardening - Nursery phase,Yes,Yes,Not reported,Cummulative survivorship for Echinopora lamellosa was 70.2%.,No,No,No,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Levy G, Shaish L, Haim A, Rinkevich B (2010) Mid-water rope nursery—Testing design and performance of a novel reef restoration instrument. Ecol Eng 36:560–569",2010,NA,primary,"A ‘tied to bottom’ rope nursery was constructed consisting of ropes with coral fragments connected to cables stretched between anchors and buoys, making this mid-water construction almost unaffected by waves action on the surface, with corals farmed at 3 depths: 1, 3 and 4 m below surface.",Coral gardening - Nursery phase,Yes,Yes,Not reported,"Cummulative survivorship for Montipora digitata was 75.0% at 1 m, 96.7% at 3 m and 90.0% at 4 m.",No,No,No,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Levy G, Shaish L, Haim A, Rinkevich B (2010) Mid-water rope nursery—Testing design and performance of a novel reef restoration instrument. Ecol Eng 36:560–569",2010,NA,primary,"A ‘tied to bottom’ rope nursery was constructed consisting of ropes with coral fragments connected to cables stretched between anchors and buoys, making this mid-water construction almost unaffected by waves action on the surface, with corals farmed at 3 depths: 1, 3 and 4 m below surface.",Coral gardening - Nursery phase,Yes,Yes,Not reported,"Cummulative survivorship for Merulina scabricula was 13.9% at 1 m, 80.0% at 3 m and 68.5% at 4 m.",No,No,No,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
